date,hour,pm2.5,DEWP,TEMP,PRES,ws,s,r,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv
40599,21,55,-11,3,1031,4.02,0,0,0,0,1,0
40599,22,62,-11,2,1030,3.13,0,0,0,0,1,0
40599,23,52,-13,1,1031,3.13,0,0,0,0,1,0
40600,0,42,-13,1,1031,4.92,0,0,0,0,1,0
40600,1,42,-11,0,1031,3.13,0,0,0,0,1,0
40600,2,39,-9,0,1030,1.79,0,0,0,0,1,0
40600,3,35,-7,0,1029,1.79,0,0,0,0,1,0
40600,4,36,-6,-1,1029,1.79,1,0,0,1,0,0
40600,5,30,-3,-3,1029,0.89,1,0,0,0,0,1
40600,6,44,-3,-3,1028,0.9,1,0,0,0,1,0
40600,7,52,-3,-3,1028,1.79,1,0,0,0,1,0
40600,8,58,-3,-3,1028,1.79,1,0,0,0,1,0
40600,9,71,-3,-3,1027,1.79,1,0,0,0,1,0
40600,10,79,-3,-2,1027,1.79,1,0,0,0,1,0
40600,11,77,-3,-2,1026,3.13,1,0,0,0,1,0
40600,12,71,-3,-2,1026,0.89,0,0,0,0,0,1
40600,13,80,-3,-1,1025,0.89,0,0,0,0,0,1
40600,14,85,-3,-1,1024,0.89,0,0,0,0,0,1
40600,15,96,-3,0,1023,0.89,0,0,0,0,0,1
40600,16,111,-3,0,1023,0.89,0,0,0,0,0,1
40600,17,108,-4,-1,1023,1.79,0,0,1,0,0,0
40600,18,122,-4,-1,1024,0.89,0,0,0,0,1,0
40600,19,109,-4,-3,1025,0.89,0,0,0,0,1,0
40600,20,115,-3,-2,1025,0.45,0,0,0,0,0,1
40600,21,103,-3,-1,1026,1.34,0,0,0,1,0,0
40600,22,109,-3,0,1026,3.13,0,0,0,1,0,0
40600,23,116,-3,0,1026,1.79,0,0,0,1,0,0
40601,0,125,-3,-1,1026,0.89,0,0,1,0,0,0
40601,1,127,-3,-2,1027,0,0,0,0,0,0,1
40601,2,127,-3,-1,1027,0.9,0,0,0,1,0,0
40601,3,123,-3,-1,1026,3.13,0,0,0,1,0,0
40601,4,115,-3,-1,1026,3.13,0,0,0,1,0,0
40601,5,105,-3,0,1026,1.79,0,0,0,1,0,0
40601,6,90,-3,-1,1027,1.79,1,0,0,0,1,0
40601,7,66,-4,0,1028,1.34,1,0,1,0,0,0
40601,8,59,-2,-1,1029,4.02,1,0,1,0,0,0
40601,9,39,-3,-1,1029,4.92,1,0,1,0,0,0
40601,10,35,-4,-1,1030,7.15,1,0,1,0,0,0
40601,11,35,-3,-2,1030,5.81,1,0,1,0,0,0
40601,12,26,-3,-1,1029,7.15,1,0,1,0,0,0
40601,13,31,-4,-1,1028,7.15,0,0,1,0,0,0
40601,14,31,-4,1,1027,4.02,0,0,1,0,0,0
40601,15,34,-5,1,1027,5.81,0,0,1,0,0,0
40601,16,35,-7,2,1026,5.81,0,0,1,0,0,0
40601,17,26,-7,1,1026,4.02,0,0,1,0,0,0
40601,18,28,-8,1,1026,4.02,0,0,1,0,0,0
40601,19,29,-8,0,1026,3.13,0,0,1,0,0,0
40601,20,29,-7,0,1027,3.13,0,0,1,0,0,0
40601,21,29,-8,0,1027,4.02,0,0,1,0,0,0
40601,22,32,-8,-3,1028,3.13,0,0,0,1,0,0
40601,23,29,-8,-3,1028,1.79,0,0,1,0,0,0
40602,0,25,-9,-2,1027,0,0,0,0,1,0,0
40602,1,31,-9,-3,1028,3.13,0,0,0,1,0,0
40602,2,29,-10,-1,1027,4.02,0,0,1,0,0,0
40602,3,26,-9,-1,1027,3.13,0,0,0,1,0,0
40602,4,25,-10,-2,1027,3.13,0,0,0,1,0,0
40602,5,15,-10,-2,1026,1.79,0,0,0,1,0,0
40602,6,20,-11,-3,1026,1.79,0,0,0,1,0,0
40602,7,32,-10,-3,1027,3.13,0,0,0,1,0,0
40602,8,37,-9,-2,1029,4.02,0,0,0,1,0,0
40602,9,37,-10,0,1029,3.13,0,0,0,1,0,0
40602,10,18,-11,2,1028,3.13,0,0,0,1,0,0
40602,11,20,-12,3,1028,5.81,0,0,0,1,0,0
40602,12,13,-11,4,1028,4.92,0,0,0,1,0,0
40602,13,12,-12,5,1026,5.81,0,0,0,1,0,0
40602,14,12,-13,6,1026,7.15,0,0,0,1,0,0
40602,15,12,-13,6,1025,4.92,0,0,0,1,0,0
40602,16,15,-12,6,1024,4.02,0,0,0,1,0,0
40602,17,20,-13,5,1025,4.02,0,0,0,1,0,0
40602,18,16,-12,5,1025,4.92,0,0,0,1,0,0
40602,19,18,-12,4,1026,4.92,0,0,0,1,0,0
40602,20,15,-12,3,1026,4.92,0,0,0,1,0,0
40602,21,8,-12,2,1027,4.02,0,0,0,1,0,0
40602,22,7,-12,2,1028,4.92,0,0,0,1,0,0
40602,23,8,-12,1,1028,4.92,0,0,0,1,0,0
40603,0,12,-11,-1,1028,4.92,0,0,0,1,0,0
40603,1,9,-12,-2,1028,3.13,0,0,1,0,0,0
40603,2,9,-12,-4,1028,0,0,0,0,1,0,0
40603,3,11,-12,-4,1028,3.13,0,0,0,1,0,0
40603,4,17,-12,-3,1028,1.79,0,0,0,1,0,0
40603,5,9,-13,-4,1028,1.79,0,0,0,1,0,0
40603,6,11,-15,-4,1028,4.92,0,0,0,1,0,0
40603,7,12,-15,-4,1028,4.92,0,0,0,1,0,0
40603,8,17,-15,-2,1029,4.92,0,0,0,1,0,0
40603,9,20,-15,0,1028,4.02,0,0,0,1,0,0
40603,10,18,-17,2,1028,7.15,0,0,0,1,0,0
40603,11,28,-16,2,1027,4.92,0,0,0,1,0,0
40603,12,16,-17,4,1026,5.81,0,0,0,1,0,0
40603,13,16,-17,4,1025,3.13,0,0,0,1,0,0
40603,14,11,-17,6,1023,7.15,0,0,0,1,0,0
40603,15,19,-17,7,1022,8.05,0,0,0,1,0,0
40603,16,17,-17,7,1022,8.94,0,0,0,1,0,0
40603,17,15,-16,6,1021,8.05,0,0,0,1,0,0
40603,18,14,-16,5,1021,5.81,0,0,0,1,0,0
40603,19,28,-15,5,1022,4.92,0,0,0,1,0,0
40603,20,80,-15,3,1023,4.02,0,0,0,1,0,0
40603,21,87,-14,0,1024,4.02,0,0,0,1,0,0
40603,22,51,-14,0,1025,4.02,0,0,0,1,0,0
40603,23,37,-15,0,1026,4.02,0,0,0,1,0,0
40604,0,9,-18,1,1026,7.15,0,0,0,1,0,0
40604,1,11,-16,-1,1026,5.81,0,0,0,1,0,0
40604,2,14,-16,-2,1026,3.13,0,0,0,1,0,0
40604,3,11,-16,-4,1026,3.13,0,0,1,0,0,0
40604,4,12,-16,-3,1026,0.89,0,0,0,0,0,1
40604,5,15,-15,-5,1026,0.89,0,0,0,0,0,1
40604,6,29,-15,-4,1026,0.89,0,0,0,0,0,1
40604,7,44,-14,-7,1027,0.45,0,0,0,0,0,1
40604,8,33,-12,-3,1028,1.79,0,0,0,1,0,0
40604,9,22,-15,0,1028,1.34,0,0,1,0,0,0
40604,10,27,-16,2,1028,0.89,0,0,0,0,0,1
40604,11,26,-16,4,1027,3.13,0,0,0,0,0,1
40604,12,18,-16,5,1026,1.79,0,0,0,1,0,0
40604,13,27,-17,6,1024,4.92,0,0,0,1,0,0
40604,14,10,-18,7,1023,5.81,0,0,0,1,0,0
40604,15,16,-18,8,1023,8.94,0,0,0,1,0,0
40604,16,32,-17,8,1022,8.94,0,0,0,1,0,0
40604,17,49,-17,7,1022,7.15,0,0,0,1,0,0
40604,18,40,-13,6,1023,4.92,0,0,0,1,0,0
40604,19,69,-16,4,1024,4.02,0,0,0,1,0,0
40604,20,42,-15,3,1025,4.92,0,0,0,1,0,0
40604,21,20,-16,3,1026,4.92,0,0,0,1,0,0
40604,22,20,-16,3,1026,5.81,0,0,0,1,0,0
40604,23,16,-15,2,1027,5.81,0,0,0,1,0,0
40606,0,43,-13,3,1025,6.26,0,0,0,1,0,0
40606,1,48,-10,-2,1026,0.89,0,0,0,0,0,1
40606,2,46,-10,-2,1026,0.45,0,0,0,0,0,1
40606,3,45,-10,-3,1025,0.89,0,0,0,0,0,1
40606,4,46,-10,-5,1025,1.79,0,0,0,1,0,0
40606,5,52,-10,-3,1025,0.89,0,0,0,1,0,0
40606,6,69,-10,-5,1025,0.89,0,0,1,0,0,0
40606,7,105,-10,-3,1025,0.9,0,0,0,0,1,0
40606,8,83,-9,-1,1025,0.89,0,0,1,0,0,0
40606,9,51,-10,4,1025,0,0,0,0,0,0,1
40606,10,43,-12,5,1025,0.9,0,0,0,1,0,0
40606,11,57,-12,8,1025,0.89,0,0,0,0,0,1
40606,12,57,-13,9,1024,0.9,0,0,0,1,0,0
40606,13,55,-12,10,1022,0.89,0,0,0,0,0,1
40606,14,51,-13,12,1021,1.79,0,0,0,0,0,1
40606,15,46,-14,12,1020,0.45,0,0,0,0,1,0
40606,16,42,-14,11,1019,4.92,0,0,0,0,1,0
40606,17,55,-13,11,1019,4.02,0,0,0,0,1,0
40606,18,58,-12,8,1019,4.02,0,0,0,0,1,0
40606,19,68,-10,7,1020,1.79,0,0,0,0,1,0
40606,20,91,-10,6,1020,1.79,0,0,0,0,1,0
40606,21,89,-9,6,1020,1.79,0,0,0,0,1,0
40606,22,59,-9,5,1020,4.02,0,0,0,0,1,0
40606,23,66,-9,5,1019,4.02,0,0,0,0,1,0
40607,0,69,-8,6,1018,4.92,0,0,0,0,1,0
40607,1,56,-8,6,1018,4.92,0,0,0,0,1,0
40607,2,61,-8,5,1018,4.02,0,0,0,0,1,0
40607,3,62,-7,5,1017,4.02,0,0,0,0,1,0
40607,4,74,-7,5,1018,4.92,0,0,0,0,1,0
40607,5,82,1,5,1017,3.13,0,0,0,0,1,0
40607,6,77,-5,4,1016,1.79,0,0,0,0,1,0
40607,7,82,-5,2,1016,0.89,0,0,0,0,1,0
40607,8,79,-4,4,1017,3.13,0,0,0,0,1,0
40607,9,91,-5,6,1017,3.13,0,0,0,0,1,0
40607,10,96,-5,7,1017,0.89,0,0,0,0,0,1
40607,11,109,-5,8,1017,0.89,0,0,0,0,0,1
40607,12,106,-5,9,1016,0.89,0,0,0,0,0,1
40607,13,109,-4,11,1015,1.79,0,0,0,0,0,1
40607,14,136,-4,12,1014,3.13,0,0,0,0,1,0
40607,15,133,-4,13,1014,4.02,0,0,0,0,1,0
40607,16,92,-5,13,1014,4.02,0,0,0,0,1,0
40607,17,90,-5,13,1014,1.79,0,0,0,0,1,0
40607,18,92,-5,10,1015,0.89,0,0,0,0,0,1
40607,19,108,-4,7,1016,0.9,0,0,1,0,0,0
40607,20,122,-5,6,1017,0.89,0,0,0,0,0,1
40607,21,130,-4,4,1018,0.9,0,0,0,1,0,0
40607,22,142,-4,3,1019,0.89,0,0,0,0,0,1
40607,23,129,-9,6,1020,2.24,0,0,0,1,0,0
40608,0,55,-11,6,1021,3.13,0,0,0,1,0,0
40608,1,20,-12,7,1021,3.13,0,0,0,1,0,0
40608,2,15,-12,8,1021,4.92,0,0,0,1,0,0
40608,3,14,-12,7,1022,7.15,0,0,0,1,0,0
40608,4,12,-11,7,1022,9.83,0,0,0,1,0,0
40608,5,12,-10,6,1022,8.94,0,0,0,1,0,0
40608,6,24,-10,5,1024,11.18,0,0,0,1,0,0
40608,7,6,-10,5,1025,7.15,0,0,0,1,0,0
40608,8,19,-10,5,1026,4.92,0,0,0,1,0,0
40608,9,13,-10,5,1026,4.02,0,0,0,1,0,0
40608,10,18,-11,7,1026,7.15,0,0,0,1,0,0
40608,11,14,-13,8,1026,7.15,0,0,1,0,0,0
40608,12,16,-16,10,1026,1.79,0,0,0,1,0,0
40608,13,15,-16,10,1024,5.81,0,0,1,0,0,0
40608,14,11,-16,11,1023,0,0,0,0,1,0,0
40608,15,12,-16,11,1024,5.81,0,0,0,1,0,0
40608,16,17,-17,11,1023,4.92,0,0,1,0,0,0
40608,17,14,-17,10,1023,4.02,0,0,1,0,0,0
40608,18,10,-17,9,1023,7.15,0,0,0,1,0,0
40608,19,7,-16,7,1024,5.81,0,0,0,1,0,0
40609,3,9,-14,3,1026,31.75,0,0,0,1,0,0
40609,4,11,-15,3,1026,5.81,0,0,0,1,0,0
40609,5,20,-15,1,1026,0.89,0,0,0,0,0,1
40609,6,14,-16,1,1026,3.13,0,0,0,1,0,0
40609,7,16,-16,2,1026,4.92,0,0,0,1,0,0
40609,8,21,-14,4,1027,7.15,0,0,0,1,0,0
40609,9,17,-14,5,1027,8.05,0,0,0,1,0,0
40609,10,15,-14,7,1026,8.05,0,0,0,1,0,0
40609,11,15,-14,8,1025,7.15,0,0,0,1,0,0
40609,12,19,-14,9,1024,8.05,0,0,0,1,0,0
40609,13,15,-14,10,1022,8.05,0,0,0,1,0,0
40609,14,12,-14,11,1021,7.15,0,0,0,1,0,0
40609,15,22,-14,10,1020,9.83,0,0,0,1,0,0
40609,16,16,-17,10,1020,8.94,0,0,0,1,0,0
40609,17,22,-18,10,1020,8.94,0,0,0,1,0,0
40609,18,9,-17,9,1020,8.94,0,0,0,1,0,0
40609,19,16,-16,7,1020,4.92,0,0,0,1,0,0
40609,20,23,-15,7,1020,4.02,0,0,0,1,0,0
40609,21,46,-15,4,1020,1.79,0,0,0,1,0,0
40609,22,35,-15,6,1021,4.92,0,0,0,1,0,0
40609,23,33,-15,5,1021,7.15,0,0,0,1,0,0
40610,1,25,-17,4,1022,12.96,0,0,0,1,0,0
40610,2,10,-16,2,1021,4.92,0,0,0,1,0,0
40610,3,11,-18,4,1021,8.05,0,0,0,1,0,0
40610,4,13,-16,3,1022,5.81,0,0,0,1,0,0
40610,5,14,-15,2,1022,4.92,0,0,0,1,0,0
40610,6,18,-15,2,1023,5.81,0,0,0,1,0,0
40610,7,16,-15,2,1023,5.81,0,0,0,1,0,0
40610,8,21,-16,4,1024,8.05,0,0,0,1,0,0
40610,9,19,-15,5,1024,7.15,0,0,0,1,0,0
40610,10,20,-15,5,1024,4.92,0,0,1,0,0,0
40610,11,16,-16,6,1024,4.02,0,0,1,0,0,0
40610,12,17,-17,8,1023,1.79,0,0,0,0,0,1
40610,13,19,-18,8,1022,1.34,0,0,0,1,0,0
40610,14,16,-17,9,1021,1.79,0,0,0,0,0,1
40610,15,21,-16,8,1021,1.34,0,0,0,0,1,0
40610,16,24,-16,9,1021,1.79,0,0,0,0,1,0
40610,17,24,-16,9,1021,0.89,0,0,0,0,0,1
40610,18,16,-15,7,1021,2.24,0,0,1,0,0,0
40610,19,15,-17,6,1023,0,0,0,0,1,0,0
40610,20,18,-19,7,1024,4.92,0,0,0,1,0,0
40610,21,14,-18,5,1025,3.13,0,0,0,1,0,0
40610,22,10,-17,6,1026,4.92,0,0,0,1,0,0
40610,23,7,-17,5,1027,8.05,0,0,0,1,0,0
40611,1,6,-16,4,1029,12.07,0,0,0,1,0,0
40611,2,7,-16,3,1030,5.81,0,0,0,1,0,0
40611,3,7,-16,2,1029,5.81,0,0,0,1,0,0
40611,4,9,-16,2,1030,5.81,0,0,0,1,0,0
40611,5,10,-15,2,1030,4.92,0,0,0,1,0,0
40611,6,19,-14,-2,1030,3.13,0,0,0,1,0,0
40611,7,31,-12,1,1031,0.89,0,0,1,0,0,0
40611,8,35,-14,2,1031,1.79,0,0,1,0,0,0
40611,9,34,-15,5,1031,1.79,0,0,0,1,0,0
40611,10,21,-16,6,1031,1.79,0,0,0,1,0,0
40611,11,19,-16,8,1030,3.13,0,0,0,1,0,0
40611,12,15,-17,9,1029,5.81,0,0,0,1,0,0
40611,13,17,-17,11,1028,5.81,0,0,0,1,0,0
40611,14,16,-17,12,1026,7.15,0,0,0,1,0,0
40611,15,24,-17,12,1025,8.94,0,0,0,1,0,0
40611,16,17,-19,12,1024,8.94,0,0,0,1,0,0
40611,17,12,-18,12,1024,8.94,0,0,0,1,0,0
40611,18,12,-17,12,1023,4.92,0,0,0,1,0,0
40611,19,18,-17,11,1024,1.79,0,0,0,1,0,0
40611,20,34,-15,9,1024,4.02,0,0,0,0,1,0
40611,21,35,-15,9,1024,3.13,0,0,0,0,1,0
40611,22,36,-15,8,1024,1.79,0,0,0,0,1,0
40611,23,46,-14,7,1023,3.13,0,0,0,0,1,0
40613,0,48,-16,6,1022,1.79,0,0,0,1,0,0
40613,1,47,-14,2,1022,0.89,0,0,0,0,0,1
40613,2,40,-14,1,1022,0.9,0,0,0,1,0,0
40613,3,40,-14,1,1021,3.13,0,0,0,1,0,0
40613,4,44,-12,0,1021,0.89,0,0,0,0,0,1
40613,5,26,-9,-1,1021,0,0,0,1,0,0,0
40613,6,26,-10,-1,1021,0.9,0,0,0,1,0,0
40613,7,30,-13,0,1021,1.79,0,0,0,1,0,0
40613,8,85,-12,3,1021,0.89,0,0,0,1,0,0
40613,9,92,-12,6,1021,0.89,0,0,0,0,0,1
40613,10,99,-13,9,1020,2.24,0,0,0,0,1,0
40613,11,109,-13,10,1019,3.13,0,0,0,0,1,0
40613,12,92,-13,11,1018,3.13,0,0,0,0,1,0
40613,13,80,-14,12,1016,3.13,0,0,0,0,1,0
40613,14,85,-13,14,1015,3.13,0,0,0,0,1,0
40613,15,95,-11,14,1013,4.02,0,0,0,0,1,0
40613,16,116,-9,13,1013,3.13,0,0,0,0,1,0
40613,17,110,-7,13,1012,3.13,0,0,0,0,1,0
40613,18,108,-7,10,1012,0.89,0,0,0,0,0,1
40613,19,132,-7,8,1012,0.89,0,0,0,0,0,1
40613,20,156,-7,6,1012,0.89,0,0,0,0,0,1
40613,21,166,-6,5,1012,1.79,0,0,0,0,1,0
40613,22,196,-5,5,1012,1.79,0,0,0,0,1,0
40613,23,209,-6,5,1012,0.89,0,0,0,0,0,1
40614,0,263,-6,5,1012,0.89,0,0,0,0,0,1
40614,1,248,-5,3,1012,0.89,0,0,0,0,1,0
40614,2,253,-3,2,1011,0.89,0,0,0,0,1,0
40614,3,258,-4,3,1010,0.45,0,0,0,0,0,1
40614,4,263,-4,2,1009,0.45,0,0,0,0,0,1
40614,5,266,-3,1,1009,0.45,0,0,0,0,0,1
40614,6,274,-5,1,1009,0.44,0,0,0,1,0,0
40614,7,272,-5,2,1010,1.79,0,0,0,1,0,0
40614,8,271,-4,3,1010,1.79,0,0,0,1,0,0
40614,9,250,-5,6,1010,1.79,0,0,1,0,0,0
40614,10,254,-5,9,1010,0.89,0,0,0,0,0,1
40614,11,243,-5,11,1009,0.89,0,0,0,0,0,1
40614,12,241,-4,13,1008,0.01,0,0,0,0,1,0
40614,13,241,-3,14,1008,1.79,0,0,0,0,1,0
40614,14,236,-3,16,1007,3.13,0,0,0,0,1,0
40614,15,225,-3,17,1007,3.13,0,0,0,0,1,0
40614,16,225,-3,17,1007,3.13,0,0,0,0,1,0
40614,17,228,-3,16,1007,1.79,0,0,0,0,1,0
40614,18,272,-3,13,1007,0.89,0,0,0,0,1,0
40614,19,272,-2,11,1008,0.89,0,0,0,0,1,0
40614,20,367,-2,10,1008,0.89,0,0,1,0,0,0
40614,21,416,-1,7,1009,0,0,0,0,0,1,0
40614,22,415,-2,6,1009,0,0,0,1,0,0,0
40614,23,360,-2,6,1009,0,0,0,0,0,0,1
40615,0,379,-3,4,1009,0,0,0,1,0,0,0
40615,1,377,-2,4,1009,0,0,0,0,0,0,1
40615,2,400,-2,4,1009,0.9,0,0,0,1,0,0
40615,3,368,-2,4,1008,1.79,0,0,0,1,0,0
40615,4,351,-3,3,1008,0.89,0,0,0,0,0,1
40615,5,339,-2,3,1008,0.89,0,0,0,0,0,1
40615,6,320,-3,4,1009,0.01,0,0,0,1,0,0
40615,7,339,-2,4,1010,1.79,0,0,0,1,0,0
40615,8,332,-2,6,1010,4.02,0,0,0,1,0,0
40615,9,318,-2,9,1011,3.13,0,0,0,1,0,0
40615,10,267,-3,13,1012,4.02,0,0,0,1,0,0
40615,11,164,-4,15,1012,4.92,0,0,0,1,0,0
40615,12,42,-5,18,1012,5.81,0,0,0,1,0,0
40615,13,27,-6,19,1012,7.15,0,0,0,1,0,0
40615,14,31,-6,19,1011,7.15,0,0,0,1,0,0
40615,15,25,-6,18,1012,8.94,0,0,0,1,0,0
40615,16,24,-6,17,1013,8.94,0,0,0,1,0,0
40615,17,20,-6,15,1015,8.05,0,0,1,0,0,0
40615,18,16,-9,12,1018,9.83,0,0,1,0,0,0
40615,19,16,-11,10,1020,9.83,0,0,1,0,0,0
40615,20,17,-12,9,1023,8.94,0,0,0,1,0,0
40615,21,13,-12,8,1024,0.89,0,0,1,0,0,0
40615,22,11,-15,7,1025,1.35,0,0,0,1,0,0
40615,23,9,-16,7,1026,9.83,0,0,0,1,0,0
40616,0,8,-14,6,1027,7.15,0,0,1,0,0,0
40616,1,6,-16,6,1028,8.05,0,0,1,0,0,0
40616,2,7,-15,5,1028,7.15,0,0,0,1,0,0
40616,3,9,-15,5,1029,5.81,0,0,0,1,0,0
40616,4,8,-15,5,1029,4.92,0,0,0,1,0,0
40616,5,8,-15,4,1030,4.02,0,0,0,1,0,0
40616,6,8,-15,4,1030,4.92,0,0,0,1,0,0
40616,7,8,-15,4,1031,4.92,0,0,0,1,0,0
40616,8,12,-15,5,1031,7.15,0,0,0,1,0,0
40616,9,21,-16,6,1031,7.15,0,0,0,1,0,0
40616,10,18,-19,6,1031,8.05,0,0,0,1,0,0
40616,11,13,-19,7,1030,8.05,0,0,0,1,0,0
40616,12,25,-19,8,1030,9.83,0,0,0,1,0,0
40616,13,22,-20,8,1029,7.15,0,0,0,1,0,0
40616,14,21,-18,9,1028,5.81,0,0,0,1,0,0
40616,15,23,-19,9,1027,7.15,0,0,0,1,0,0
40616,16,25,-20,8,1027,8.05,0,0,0,1,0,0
40616,17,17,-20,8,1027,8.05,0,0,0,1,0,0
40616,18,12,-19,8,1027,7.15,0,0,0,1,0,0
40616,19,16,-18,8,1027,4.92,0,0,0,1,0,0
40616,20,18,-17,8,1028,8.05,0,0,0,1,0,0
40616,21,17,-18,7,1029,12.07,0,0,0,1,0,0
40616,22,17,-18,6,1030,15.2,0,0,0,1,0,0
40616,23,14,-19,5,1031,9.83,0,0,0,1,0,0
40617,0,16,-18,5,1031,8.05,0,0,0,1,0,0
40617,1,17,-17,4,1030,8.05,0,0,0,1,0,0
40617,2,9,-17,3,1030,8.05,0,0,0,1,0,0
40617,3,9,-16,3,1029,7.15,0,0,0,1,0,0
40617,4,9,-16,2,1029,7.15,0,0,0,1,0,0
40617,5,11,-18,2,1029,11.18,0,0,0,1,0,0
40617,6,14,-19,2,1030,9.83,0,0,0,1,0,0
40617,7,13,-19,1,1030,8.94,0,0,0,1,0,0
40617,8,12,-19,2,1031,8.94,0,0,0,1,0,0
40617,9,16,-19,3,1031,9.83,0,0,0,1,0,0
40617,10,11,-20,4,1030,8.94,0,0,0,1,0,0
40617,11,18,-20,6,1028,5.81,0,0,0,1,0,0
40617,12,21,-19,6,1027,4.02,0,0,0,1,0,0
40617,13,22,-20,7,1026,3.13,0,0,0,1,0,0
40617,14,23,-19,9,1024,5.81,0,0,0,1,0,0
40617,15,16,-19,9,1023,5.81,0,0,0,1,0,0
40617,16,21,-19,10,1022,9.83,0,0,0,1,0,0
40617,17,19,-19,9,1022,9.83,0,0,0,1,0,0
40617,18,19,-18,9,1022,7.15,0,0,0,1,0,0
40617,19,18,-19,7,1023,8.94,0,0,0,1,0,0
40617,20,16,-16,6,1025,9.83,0,0,0,1,0,0
40617,21,14,-16,5,1026,8.05,0,0,0,1,0,0
40617,22,23,-15,5,1026,5.81,0,0,0,1,0,0
40617,23,16,-17,5,1026,5.81,0,0,0,1,0,0
40618,0,18,-16,4,1026,4.92,0,0,0,1,0,0
40618,1,17,-15,1,1026,0.89,0,0,0,0,0,1
40618,2,7,-13,1,1026,2.24,0,0,1,0,0,0
40618,3,7,-13,1,1025,1.79,0,0,0,1,0,0
40618,4,19,-11,0,1025,2.23,0,0,1,0,0,0
40618,5,15,-11,-1,1026,3.13,0,0,1,0,0,0
40618,6,23,-13,-1,1026,0.89,0,0,0,0,0,1
40618,7,24,-11,-2,1026,0.9,0,0,0,0,1,0
40618,8,19,-15,2,1027,1.34,0,0,1,0,0,0
40618,9,33,-14,3,1027,1.79,0,0,1,0,0,0
40618,10,32,-14,6,1026,1.79,0,0,0,0,1,0
40618,11,30,-14,6,1026,0,0,0,0,1,0,0
40618,12,26,-14,7,1025,0,0,0,0,0,0,1
40618,13,45,-14,9,1024,2.23,0,0,0,0,1,0
40618,14,40,-13,10,1022,4.02,0,0,0,0,1,0
40618,15,37,-13,11,1021,4.92,0,0,0,0,1,0
40618,16,27,-13,11,1021,4.02,0,0,0,0,1,0
40618,17,27,-13,10,1020,4.02,0,0,0,0,1,0
40618,18,44,-13,9,1020,4.02,0,0,0,0,1,0
40618,19,79,-12,7,1021,1.79,0,0,0,0,1,0
40618,20,117,-11,5,1021,1.79,0,0,0,0,1,0
40618,21,70,-12,4,1021,1.79,0,0,0,0,1,0
40618,22,76,-11,3,1022,0.89,0,0,0,0,0,1
40618,23,90,-13,2,1022,0.89,0,0,0,0,0,1
40623,16,13,-24,9,1025,91.64,0,0,0,1,0,0
40623,17,13,-23,9,1025,7.15,0,0,0,1,0,0
40623,18,28,-22,8,1025,7.15,0,0,0,1,0,0
40623,19,33,-21,7,1027,8.94,0,0,0,1,0,0
40623,20,14,-21,6,1028,8.05,0,0,0,1,0,0
40623,21,20,-23,4,1030,8.05,0,0,0,1,0,0
40623,22,23,-24,4,1031,9.83,0,0,0,1,0,0
40623,23,24,-24,3,1031,8.05,0,0,0,1,0,0
40624,0,17,-24,3,1031,8.94,0,0,0,1,0,0
40624,1,12,-24,2,1031,7.15,0,0,0,1,0,0
40624,2,12,-24,2,1031,7.15,0,0,0,1,0,0
40624,3,9,-24,2,1031,8.94,0,0,0,1,0,0
40624,4,8,-23,1,1031,4.02,0,0,0,1,0,0
40624,5,9,-22,0,1031,3.13,0,0,0,1,0,0
40624,6,15,-19,-1,1032,3.13,0,0,0,0,1,0
40624,7,13,-22,1,1031,0,0,0,0,1,0,0
40624,8,13,-22,3,1031,4.02,0,0,0,1,0,0
40624,9,12,-21,6,1031,4.02,0,0,0,1,0,0
40624,10,13,-20,7,1030,4.92,0,0,0,1,0,0
40624,11,14,-20,8,1029,5.81,0,0,0,1,0,0
40624,12,12,-20,8,1028,8.05,0,0,0,1,0,0
40624,13,18,-19,10,1026,5.81,0,0,0,1,0,0
40624,14,11,-19,10,1025,8.05,0,0,0,1,0,0
40624,15,22,-19,10,1025,8.05,0,0,0,1,0,0
40624,16,19,-19,11,1024,8.05,0,0,0,1,0,0
40624,17,14,-19,11,1024,8.94,0,0,0,1,0,0
40624,18,12,-19,10,1024,7.15,0,0,0,1,0,0
40624,19,17,-20,6,1024,3.13,0,0,0,1,0,0
40624,20,24,-19,7,1025,1.79,0,0,0,1,0,0
40624,21,41,-19,5,1026,3.13,0,0,0,1,0,0
40624,22,60,-20,7,1026,4.92,0,0,0,1,0,0
40624,23,21,-19,3,1026,1.79,0,0,0,1,0,0
40625,0,30,-17,1,1027,4.02,0,0,0,1,0,0
40625,1,23,-18,1,1027,4.02,0,0,0,1,0,0
40625,2,20,-17,1,1027,4.02,0,0,0,1,0,0
40625,3,24,-16,-1,1027,3.13,0,0,0,1,0,0
40625,4,24,-19,3,1026,4.92,0,0,0,1,0,0
40625,5,20,-18,2,1026,4.02,0,0,0,1,0,0
40625,6,20,-18,2,1026,3.13,0,0,0,1,0,0
40625,7,20,-17,4,1027,4.02,0,0,0,1,0,0
40625,8,30,-18,6,1027,5.81,0,0,0,1,0,0
40625,9,25,-18,7,1027,5.81,0,0,0,1,0,0
40625,10,12,-18,8,1027,4.02,0,0,0,1,0,0
40625,11,20,-18,9,1026,4.92,0,0,0,1,0,0
40625,12,16,-18,10,1025,1.79,0,0,0,1,0,0
40625,13,19,-17,10,1023,3.13,0,0,0,1,0,0
