日期,时刻,辐照度,风速,风向,温度,湿度,气压
375,23,0,6.9,266,-10.5,29,69700
376,2,0,4.1,270,-14.2,33,69600
376,5,0,3.2,266,-15.0,35,69400
376,8,0,1.6,285,-15.7,34,69400
376,11,332,1.4,295,-9.0,20,69400
376,14,525,0.5,307,-4.1,14,69100
376,17,195,0.9,131,-2.9,14,69000
376,20,0,0.8,300,-6.9,22,69100
376,23,0,3.5,320,-8.7,23,69100
377,2,0,1.5,298,-9.7,23,69200
377,5,0,7.7,284,-9.3,25,69200
377,8,0,3.2,279,-9.5,26,69400
377,11,355,1.0,323,-5.8,19,69600
377,14,589,2.3,270,-0.1,12,69400
377,17,241,1.3,225,1.0,15,69300
377,20,0,5.3,275,-4.5,22,69400
377,23,0,5.1,280,-7.4,27,69400
378,2,0,1.1,285,-9.6,31,69400
378,5,0,1.0,307,-10.5,34,69200
378,8,0,1.3,328,-11.9,37,69200
378,11,371,1.8,299,-5.2,25,69300
378,14,588,0.8,83,-0.7,21,69000
378,17,239,1.6,90,-0.1,23,68700
378,20,0,0.4,153,-3.6,32,68700
378,23,0,3.3,279,-7.1,41,68800
379,2,0,7.2,275,-8.6,42,69000
379,5,0,6.2,292,-9.6,40,69000
379,8,0,6.5,289,-10.3,34,69100
379,11,262,4.0,292,-6.2,25,69200
379,14,387,2.7,321,-1.7,23,69000
379,17,141,2.1,284,-1.6,32,69100
379,20,0,4.0,302,-4.0,39,69300
379,23,0,3.1,351,-6.1,47,69400
380,2,0,9.2,290,-9.3,55,69400
380,5,0,4.7,277,-11.9,60,69200
380,8,0,1.1,180,-13.2,57,69100
380,11,376,0.8,120,-7.4,38,69000
380,14,600,0.8,210,-2.5,25,68700
380,17,250,1.0,163,-0.5,19,68500
380,20,0,8.5,244,-4.1,26,68600
380,23,0,7.1,258,-5.4,28,68700
381,2,0,6.5,255,-6.4,27,68700
381,5,0,9.3,270,-7.3,29,68700
381,8,0,6.0,268,-7.7,29,68900
381,11,354,3.5,257,-3.2,20,69100
381,14,556,2.2,231,1.3,16,68900
381,17,237,2.2,267,2.3,17,68800
381,20,0,6.0,295,-3.7,24,68900
381,23,0,5.6,301,-4.1,23,69100
382,2,0,3.3,275,-6.4,30,69100
382,5,0,1.1,297,-6.9,32,69000
382,8,0,1.8,267,-7.9,34,69200
382,11,341,0.6,90,-4.1,26,69500
382,14,579,2.2,95,-0.8,22,69300
382,17,250,2.1,98,0.0,24,69300
382,20,0,3.4,80,-4.2,36,69500
382,23,0,3.0,62,-5.8,39,69600
383,2,0,1.4,51,-8.7,41,69600
383,5,0,4.3,306,-11.2,47,69500
383,8,0,5.8,267,-11.2,42,69700
383,11,379,0.5,233,-5.6,26,69800
383,14,608,1.1,221,0.0,19,69400
383,17,261,3.0,256,2.3,18,69200
383,20,0,9.8,273,-2.1,22,69400
383,23,0,9.0,266,-4.4,20,69500
384,2,0,7.4,268,-7.6,27,69400
384,5,0,6.6,267,-8.4,27,69400
384,8,0,3.3,270,-10.6,27,69500
384,11,373,1.0,270,-4.7,18,69600
384,14,606,0.4,104,-0.3,15,69200
384,17,267,1.1,142,0.2,16,69000
384,20,0,1.2,204,-4.4,23,69100
384,23,0,11.8,289,-2.2,22,69300
385,2,0,10.2,272,-6.4,33,69500
385,5,0,7.5,268,-7.9,37,69400
385,8,0,8.0,259,-9.4,35,69400
385,11,389,6.2,259,-3.5,19,69500
385,14,622,6.4,262,0.8,14,69000
385,17,270,10.6,268,1.8,15,68900
385,20,0,10.8,271,-3.1,19,69100
385,23,0,9.4,262,-5.6,16,69100
386,2,0,8.8,280,-7.4,17,69000
386,5,0,8.7,277,-9.2,20,68900
386,8,0,10.0,276,-10.3,22,69100
386,11,398,3.6,268,-4.4,16,69200
386,14,633,2.8,257,1.4,11,69000
386,17,278,5.1,280,2.6,14,68800
386,20,0,8.9,272,-3.1,20,69000
386,23,0,8.6,276,-5.0,19,69100
387,2,0,6.9,276,-7.4,21,69000
387,5,0,5.0,269,-9.1,23,68900
387,8,0,2.0,261,-10.8,23,69000
387,11,400,1.5,266,-3.3,15,69000
387,14,636,0.7,225,1.6,12,68700
387,17,280,1.8,106,2.7,11,68500
387,20,0,0.9,139,-0.5,17,68500
387,23,0,6.1,104,-4.3,23,68500
388,2,0,4.6,106,-7.2,39,68400
388,5,0,4.2,89,-9.7,50,68300
388,8,0,3.3,97,-9.7,50,68200
388,11,376,1.2,99,-6.0,39,68200
388,14,589,1.0,114,-1.6,30,67900
388,17,243,1.8,142,-0.9,34,67900
388,20,0,3.8,112,-4.9,53,68200
388,23,0,4.2,104,-6.7,63,68400
389,2,0,2.8,107,-8.2,70,68600
389,5,0,1.4,324,-10.8,68,68700
389,8,0,3.4,285,-11.2,47,68800
389,11,385,0.3,252,-6.2,33,69000
389,14,635,0.6,180,-1.9,23,68800
389,17,289,1.2,99,-0.4,22,68700
389,20,0,1.6,162,-4.9,34,68800
389,23,0,0.7,98,-6.2,30,68800
390,2,0,2.5,47,-8.0,30,68700
390,5,0,3.7,95,-7.1,30,68400
390,8,0,2.5,106,-7.8,36,68400
390,11,372,1.1,38,-4.9,27,68400
390,14,544,0.8,293,-0.9,22,68200
390,17,193,0.8,203,-0.1,21,68100
390,20,0,1.4,262,-2.5,33,68300
390,23,0,1.6,30,-4.0,37,68500
391,2,0,4.8,90,-6.0,55,68500
391,5,0,3.1,90,-7.6,66,68500
391,8,0,1.6,101,-7.9,62,68500
391,11,385,0.9,49,-5.1,51,68700
391,14,639,0.9,96,-2.4,40,68500
391,17,293,2.4,118,-1.2,24,68300
391,20,0,3.5,66,-5.2,43,68600
391,23,0,5.8,91,-6.2,55,68800
392,2,0,3.0,94,-8.5,57,68800
392,5,0,3.5,93,-9.6,55,68800
392,8,0,1.9,72,-11.2,58,68900
392,11,384,1.3,99,-7.5,41,69100
392,14,617,1.4,69,-3.8,30,68900
392,17,298,1.9,106,-2.5,28,68800
392,20,0,2.3,113,-6.2,42,68900
392,23,0,2.2,74,-7.2,42,69000
393,2,0,3.1,69,-10.1,41,68900
393,5,0,1.2,35,-11.2,41,68900
393,8,0,0.6,72,-11.3,40,69000
393,11,412,1.6,104,-6.3,25,69000
393,14,638,0.2,27,-0.1,16,68600
393,17,272,2.5,256,2.3,15,68300
393,20,0,8.9,262,-3.1,20,68500
393,23,0,8.7,278,-4.2,18,68700
394,2,0,2.0,229,-6.7,28,68700
394,5,0,4.3,86,-10.4,40,68400
394,8,0,1.9,351,-10.7,37,68300
394,11,373,1.9,305,-5.7,24,68700
394,14,581,4.8,100,-6.0,29,68700
394,17,256,13.3,305,-5.5,28,68900
394,20,0,17.3,293,-8.1,31,69400
394,23,0,6.6,322,-12.5,47,69900
395,2,0,11.3,280,-15.0,33,69900
395,5,0,7.3,283,-16.8,37,69700
395,8,0,5.0,290,-18.7,36,69800
395,11,390,0.3,270,-13.6,24,69700
395,14,595,0.3,315,-8.7,16,69400
395,17,297,1.1,202,-6.6,14,69300
395,20,0,1.1,165,-10.0,19,69300
395,23,0,4.8,285,-11.9,23,69200
396,2,0,4.1,286,-14.1,22,69100
396,5,0,5.4,294,-14.8,23,68900
396,8,0,5.1,294,-15.6,25,69000
396,11,413,2.9,306,-9.4,17,69200
396,14,663,1.3,299,-3.7,14,69000
396,17,308,1.2,132,-2.1,15,69000
396,20,0,3.1,105,-6.1,24,69300
396,23,0,6.0,91,-11.2,43,69500
397,2,0,4.0,104,-13.0,46,69700
397,5,0,3.7,116,-14.8,50,69700
397,8,0,2.5,90,-16.3,52,69900
397,11,426,1.3,132,-11.8,34,69900
397,14,671,1.9,106,-7.1,24,69600
397,17,317,0.6,90,-5.4,22,69400
397,20,0,1.3,141,-7.8,29,69500
397,23,0,1.8,63,-10.1,31,69600
398,2,0,1.5,70,-10.6,31,69500
398,5,0,1.6,30,-13.2,40,69400
398,8,0,1.6,305,-15.6,38,69500
398,11,436,0.9,212,-9.0,23,69600
398,14,686,1.3,90,-4.4,19,69200
398,17,332,1.7,93,-3.3,21,69000
398,20,0,1.1,90,-6.2,28,69200
398,23,0,5.5,99,-8.8,35,69300
399,2,0,4.7,96,-12.9,57,69300
399,5,0,2.1,87,-14.3,60,69300
399,8,0,0.7,90,-15.2,57,69400
399,11,440,0.0,0,-10.3,39,69500
399,14,691,1.0,119,-5.3,27,69400
399,17,335,1.7,144,-3.6,24,69300
399,20,0,2.6,101,-6.7,33,69600
399,23,0,2.3,90,-9.3,36,69800
400,2,0,1.3,58,-10.5,41,69900
400,5,0,0.4,0,-13.9,52,69700
400,8,0,3.0,285,-15.0,45,69800
400,11,446,1.6,263,-8.1,25,69900
400,14,698,0.4,124,-3.0,19,69600
400,17,340,0.6,149,-1.6,19,69300
400,20,0,1.2,235,-4.9,25,69400
400,23,0,4.9,277,-7.4,29,69400
401,2,0,7.6,280,-9.4,31,69400
401,5,0,7.9,281,-11.0,31,69300
401,8,0,5.7,285,-12.0,30,69300
401,11,435,2.5,296,-6.1,20,69400
401,14,689,0.6,279,-0.9,13,69100
401,17,299,2.8,128,0.6,13,68900
401,20,0,1.1,80,-4.0,19,69000
401,23,0,1.4,343,-5.6,19,69100
402,2,0,4.1,89,-8.0,27,69200
402,5,0,2.7,98,-10.0,40,69100
402,8,0,2.2,90,-10.4,37,69200
402,11,372,1.5,122,-6.2,24,69300
402,14,619,2.0,117,-2.0,19,69100
402,17,327,0.7,0,-0.2,17,68900
402,20,0,1.3,228,-3.6,23,69000
402,23,0,1.9,254,-7.0,28,68900
403,2,0,0.6,51,-8.9,30,68800
403,5,0,5.4,2,-10.7,35,68400
403,8,0,6.3,288,-11.8,34,68500
403,11,401,2.7,266,-5.5,19,68600
403,14,665,0.9,306,-0.1,11,68300
403,17,303,7.6,297,1.8,14,68100
403,20,0,14.0,297,-1.8,17,68400
403,23,0,10.9,288,-4.6,22,68500
404,2,0,2.1,343,-7.2,51,69800
404,5,0,3.6,279,-9.4,64,69800
404,8,0,2.6,270,-10.1,61,69900
404,11,333,1.4,266,-4.2,38,70000
404,14,489,0.0,0,-0.2,26,69800
404,17,186,1.8,119,0.2,29,69700
404,20,0,1.0,66,-3.5,40,69700
404,23,0,0.8,14,-4.8,42,69700
405,2,0,1.1,45,-5.2,46,69800
405,5,0,1.2,114,-5.8,52,69600
405,8,0,0.2,297,-8.9,59,69700
405,11,328,0.8,277,-3.9,41,69700
405,14,543,1.2,90,0.1,32,69400
405,17,198,1.4,69,1.2,30,69200
405,20,0,1.0,294,-3.8,45,69400
405,23,0,2.5,297,-5.4,48,69500
406,2,0,2.9,278,-7.4,58,69500
406,5,0,3.1,270,-9.5,66,69400
406,8,0,3.7,270,-10.8,64,69600
406,11,366,0.2,270,-3.8,37,69700
406,14,569,0.2,180,0.2,28,69400
406,17,217,0.7,106,0.8,29,69300
406,20,0,0.1,225,-3.8,30,69500
406,23,0,0.8,140,-3.8,29,69500
407,2,0,0.3,90,-6.1,38,69500
407,5,0,2.1,177,-9.1,45,69400
407,8,0,1.0,151,-10.1,43,69400
407,11,374,1.4,176,-4.4,26,69500
407,14,577,1.8,128,0.0,20,69200
407,17,220,1.4,65,0.5,18,69000
407,20,0,0.5,90,-3.0,21,69100
407,23,0,0.8,270,-6.3,26,69200
408,2,0,1.4,231,-9.9,33,69100
408,5,0,1.5,203,-11.1,38,69100
408,8,0,1.4,234,-13.6,38,69200
408,11,371,0.6,198,-6.2,21,69300
408,14,576,1.4,73,-2.1,17,69100
408,17,223,0.5,0,-1.4,19,69100
408,20,0,0.2,297,-6.1,26,69200
408,23,0,1.1,63,-7.5,28,69300
409,2,0,1.9,43,-8.6,44,69300
409,5,0,2.4,330,-10.9,53,69300
409,8,0,2.8,302,-12.6,49,69300
409,11,361,2.3,301,-6.4,30,69400
409,14,577,1.4,172,-1.8,22,69200
409,17,223,2.5,90,-1.7,27,69000
409,20,0,2.6,74,-5.5,32,69100
409,23,0,1.7,103,-5.3,28,69100
410,2,0,1.2,95,-7.2,37,69200
410,5,0,0.7,106,-8.8,43,69000
410,8,0,1.1,100,-10.5,40,69000
410,11,338,0.9,36,-5.4,29,69000
410,14,571,2.3,100,-1.2,19,68800
410,17,226,3.4,98,-0.3,19,68700
410,20,0,5.8,116,-5.6,40,68800
410,23,0,6.0,99,-8.1,48,68900
411,2,0,4.6,105,-10.8,58,68900
411,5,0,2.3,128,-11.3,62,68800
411,8,0,1.2,175,-12.7,64,68900
411,11,348,0.4,214,-8.3,45,69000
411,14,483,1.0,96,-3.9,34,68800
411,17,159,2.3,77,-3.7,39,68800
411,20,0,4.7,90,-7.0,54,69000
411,23,0,4.6,104,-9.1,65,69200
412,2,0,3.1,112,-11.4,73,69300
412,5,0,3.0,124,-12.0,76,69300
412,8,0,1.9,84,-13.2,76,69400
412,11,308,0.8,40,-10.0,58,69500
412,14,466,1.2,66,-6.5,43,69200
412,17,173,0.7,124,-6.0,42,69100
412,20,0,3.1,84,-7.3,53,69200
412,23,0,2.3,119,-8.6,62,69400
413,2,0,2.0,315,-10.5,66,69600
413,5,0,4.9,302,-11.9,60,69500
413,8,0,6.9,288,-13.0,52,69600
413,11,262,4.1,296,-9.8,43,69700
413,14,445,4.1,288,-5.9,28,69400
413,17,180,8.2,283,-4.6,23,69400
413,20,0,6.9,278,-8.0,32,69600
413,23,0,10.2,281,-11.0,40,69700
414,2,0,9.8,287,-13.1,44,69700
414,5,0,7.1,294,-14.4,49,69600
414,8,0,4.4,308,-15.6,50,69600
414,11,303,1.3,321,-10.8,35,69700
414,14,496,0.2,153,-6.9,24,69300
414,17,189,1.1,117,-5.7,25,69200
414,20,0,1.6,68,-7.5,30,69300
414,23,0,0.3,18,-10.6,40,69300
415,2,0,0.9,49,-11.7,38,69200
415,5,0,1.0,119,-11.8,42,69000
415,8,0,0.4,90,-13.2,47,69100
415,11,369,0.7,304,-8.2,37,69100
415,14,585,1.1,63,-4.0,30,68900
415,17,240,0.8,90,-2.9,33,68800
415,20,0,0.4,27,-6.7,45,68900
415,23,0,1.9,6,-8.7,52,69000
416,2,0,1.5,37,-10.5,57,69000
416,5,0,0.8,14,-11.8,67,68900
416,8,0,2.8,297,-13.7,65,69100
416,11,373,0.9,276,-7.1,41,69200
416,14,594,2.1,101,-2.7,33,68900
416,17,245,2.7,105,-1.7,32,68800
416,20,0,4.2,306,-5.0,36,69000
416,23,0,9.4,284,-6.1,37,69300
417,2,0,11.0,289,-9.2,40,69500
417,5,0,7.0,291,-11.5,46,69500
417,8,0,4.3,292,-13.5,48,69500
417,11,379,1.7,263,-7.5,29,69600
417,14,603,0.1,270,-3.1,20,69300
417,17,252,0.6,59,-1.3,18,69100
417,20,0,0.9,174,-5.1,26,69200
417,23,0,2.2,262,-8.4,29,69200
418,2,0,3.4,275,-10.7,32,69100
418,5,0,4.9,299,-11.2,29,69100
418,8,0,5.4,279,-12.5,30,69200
418,11,379,3.6,300,-7.1,21,69400
418,14,606,3.0,333,-2.2,14,69100
418,17,255,2.9,280,-0.5,13,69100
418,20,0,5.7,289,-5.5,19,69200
418,23,0,3.1,323,-8.3,25,69200
419,2,0,2.1,5,-11.4,34,69200
419,5,0,3.7,19,-12.7,39,69100
419,8,0,1.2,0,-13.9,38,69100
419,11,378,1.0,0,-8.9,26,69200
419,14,583,1.3,61,-4.7,22,68900
419,17,229,1.3,132,-3.8,22,68900
419,20,0,3.0,82,-6.2,29,69200
419,23,0,1.3,90,-7.7,35,69400
420,2,0,4.9,328,-8.5,35,69300
420,5,0,9.8,287,-10.8,34,69300
420,8,0,9.3,282,-12.0,36,69500
420,11,384,4.4,266,-6.7,23,69700
420,14,608,4.5,278,-1.1,16,69300
420,17,257,7.8,285,0.0,18,69300
420,20,0,9.2,294,-4.7,23,69600
420,23,0,7.4,288,-6.8,23,69700
421,2,0,6.8,281,-9.4,24,69800
421,5,0,5.8,298,-11.5,28,69700
421,8,0,2.8,312,-12.9,28,69800
421,11,317,0.6,270,-7.6,17,69900
421,14,505,0.3,45,-3.4,14,69600
421,17,229,0.6,90,-2.0,15,69500
421,20,0,1.4,65,-5.5,20,69700
421,23,0,3.1,54,-6.9,24,69700
422,2,0,2.5,83,-8.4,32,69600
422,5,0,0.2,90,-9.0,38,69500
422,8,0,2.0,255,-11.2,41,69500
422,11,222,2.9,274,-6.5,27,69600
422,14,360,2.8,255,-2.8,23,69500
422,17,206,2.7,298,-1.6,24,69600
422,20,0,14.5,293,-4.6,34,69900
422,23,0,13.3,285,-7.5,37,70100
423,2,0,10.9,280,-10.0,46,70200
423,5,0,5.1,282,-12.9,54,70100
423,8,0,3.4,287,-14.7,50,70200
423,11,394,2.4,277,-8.0,29,70300
423,14,627,1.8,248,-2.1,17,70000
423,17,276,6.3,278,-0.3,13,70000
423,20,0,10.9,293,-4.0,14,70200
423,23,0,8.6,273,-7.0,17,70200
424,2,0,8.9,279,-9.3,20,70200
424,5,0,8.4,282,-11.2,23,70200
424,8,0,4.9,283,-13.2,24,70300
424,11,393,2.1,299,-6.8,15,70400
424,14,587,0.8,293,-1.6,11,70100
424,17,235,2.0,143,-1.2,12,69900
424,20,0,1.2,81,-4.1,17,70000
424,23,0,0.1,90,-5.8,17,70000
425,2,0,1.5,67,-8.2,18,69900
425,5,0,1.0,127,-7.1,18,69700
425,8,0,0.6,279,-8.2,21,69700
425,11,299,0.4,194,-5.0,16,69800
425,14,532,1.5,90,-0.8,15,69500
425,17,233,1.2,125,0.4,18,69500
425,20,0,2.7,297,-2.7,25,69700
425,23,0,6.4,279,-3.6,26,69800
426,2,0,8.7,281,-4.7,39,70000
426,5,0,10.1,281,-7.1,44,69900
426,8,0,9.5,280,-8.5,45,70100
426,11,398,3.4,280,-3.6,32,70300
426,14,636,0.9,186,0.8,24,70100
426,17,289,2.4,120,0.9,28,69900
426,20,0,1.3,67,-3.0,34,70000
426,23,0,1.0,107,-4.0,30,70000
427,2,0,0.9,122,-4.3,29,70000
427,5,0,2.9,264,-9.4,50,70000
427,8,0,0.8,247,-11.3,50,70100
427,11,392,0.5,180,-3.6,29,70100
427,14,607,1.5,98,2.1,18,69700
427,17,283,1.1,10,4.4,17,69600
427,20,0,1.4,306,-2.3,27,69700
427,23,0,1.1,135,-1.5,24,69700
428,2,0,0.8,90,-2.6,25,69600
428,5,0,0.7,90,-3.0,29,69500
428,8,0,0.9,221,-7.3,35,69600
428,11,402,2.3,358,0.0,20,69700
428,14,637,4.1,122,2.3,19,69600
428,17,293,5.1,98,2.0,25,69500
428,20,0,4.9,105,-4.3,42,69700
428,23,0,4.0,115,-6.0,42,69800
429,2,0,1.3,148,-7.5,45,69700
429,5,0,0.6,219,-8.4,46,69400
429,8,0,0.5,349,-7.5,42,69400
429,11,405,0.4,333,-3.3,30,69200
429,14,641,1.1,34,3.0,20,68800
429,17,293,0.9,54,4.8,20,68500
429,20,0,0.3,252,1.8,27,68500
429,23,0,0.7,90,0.0,27,68500
430,2,0,0.1,0,-3.7,34,68500
430,5,0,0.8,104,-1.4,32,68400
430,8,0,1.5,152,-4.5,40,68400
430,11,332,2.2,112,-0.4,31,68400
430,14,440,3.7,103,3.2,26,68300
430,17,155,5.3,107,-0.4,40,68600
430,20,0,6.6,112,-4.4,55,69000
430,23,0,4.7,105,-6.3,64,69200
431,2,0,0.6,59,-8.0,60,69300
431,5,0,0.4,146,-9.0,68,69200
431,8,0,1.2,284,-11.1,69,69300
431,11,389,0.4,284,-5.8,49,69500
431,14,652,1.2,125,-0.8,33,69200
431,17,322,1.9,93,0.6,31,69100
431,20,0,0.9,159,-2.6,35,69200
431,23,0,1.3,81,-2.9,30,69200
432,2,0,2.3,113,-3.2,28,69200
432,5,0,0.1,270,-5.9,37,69200
432,8,0,0.7,45,-7.5,40,69300
432,11,350,0.6,162,-4.2,30,69300
432,14,589,0.3,0,1.0,20,69000
432,17,319,1.8,270,3.3,20,68800
432,20,0,1.3,297,-2.4,32,69000
432,23,0,0.9,148,-3.8,33,69100
433,2,0,0.4,284,-5.3,37,69000
433,5,0,1.2,312,-7.7,44,68900
433,8,0,5.4,266,-8.9,39,69200
433,11,314,1.1,236,-4.2,25,69400
433,14,647,0.2,180,1.4,20,69100
433,17,334,0.3,0,3.1,19,69000
433,20,0,0.9,238,-1.2,26,69200
433,23,0,2.8,308,-4.2,27,69400
434,2,0,0.8,67,-3.9,24,69400
434,5,0,1.6,76,-4.5,26,69400
434,8,0,2.6,90,-6.8,31,69500
434,11,388,1.7,111,-3.6,25,69600
434,14,609,2.9,104,0.7,19,69200
434,17,245,3.1,97,1.7,24,69000
434,20,0,1.9,96,0.0,31,69100
434,23,0,6.5,285,-2.8,40,69400
435,2,0,5.1,286,-5.0,42,69500
435,5,0,9.1,282,-6.3,41,69500
435,8,0,6.1,279,-8.5,41,69600
435,11,434,0.2,270,-3.3,27,69700
435,14,671,1.4,115,1.4,20,69400
435,17,299,1.3,18,3.3,19,69200
435,20,0,2.2,283,-1.6,37,69300
435,23,0,1.3,243,-4.4,33,69300
436,2,0,1.4,270,-6.2,32,69400
436,5,0,0.8,140,-5.8,32,69300
436,8,0,3.9,253,-8.3,35,69400
436,11,416,1.6,255,-2.3,21,69400
436,14,679,2.4,270,3.8,14,69100
436,17,330,9.4,281,6.1,13,69000
436,20,0,11.1,294,1.8,17,69200
436,23,0,9.9,264,0.1,19,69400
437,2,0,5.1,277,-4.7,29,69400
437,5,0,1.9,270,-7.1,31,69300
437,8,0,0.4,34,-5.7,24,69400
437,11,422,0.1,0,-0.8,16,69400
437,14,677,0.2,117,3.8,15,69000
437,17,320,0.9,276,6.8,14,68900
437,20,0,2.1,251,1.3,27,69000
437,23,0,1.3,257,-1.9,25,69200
438,2,0,1.4,262,-2.8,27,69300
438,5,0,0.6,108,-2.1,27,69200
438,8,0,1.1,139,-4.0,33,69200
438,11,374,0.6,171,0.9,24,69200
438,14,676,0.3,90,6.2,18,68800
438,17,342,1.5,90,8.3,19,68600
438,20,0,0.6,231,2.4,28,68600
438,23,0,0.7,164,2.4,22,68600
439,2,0,1.3,90,0.8,25,68600
439,5,0,1.4,102,0.7,28,68400
439,8,0,1.3,138,-1.1,28,68400
439,11,439,0.9,122,3.9,20,68400
439,14,680,0.8,67,8.8,16,68100
439,17,323,0.1,45,10.2,17,67900
439,20,0,5.5,102,4.9,33,68200
439,23,0,6.8,101,-2.2,58,68500
440,2,0,6.5,106,-4.1,67,68800
440,5,0,3.7,110,-5.4,66,68900
440,8,0,3.4,146,-6.4,66,69100
440,11,279,2.6,119,-5.3,57,69300
440,14,424,0.9,159,-2.5,50,69200
440,17,230,4.3,109,-2.2,56,69200
440,20,0,4.0,87,-4.5,65,69500
440,23,0,2.5,88,-5.7,69,69700
441,2,0,1.5,122,-7.6,79,69800
441,5,0,0.6,149,-8.7,78,69700
441,8,0,0.6,0,-9.0,72,69800
441,11,427,0.0,0,-5.4,53,69800
441,14,658,0.9,131,-1.2,35,69600
441,17,332,1.0,101,0.4,30,69400
441,20,0,1.2,149,-3.2,43,69500
441,23,0,0.5,270,-6.1,47,69500
442,2,0,4.3,293,-6.3,37,69500
442,5,0,2.1,346,-7.9,42,69400
442,8,0,1.5,349,-9.7,42,69400
442,11,374,1.3,0,-4.3,27,69500
442,14,592,1.4,129,-0.4,19,69200
442,17,323,1.9,96,0.8,21,69100
442,20,0,6.2,103,-3.5,37,69300
442,23,0,5.6,96,-5.4,47,69400
443,2,0,4.5,93,-6.9,50,69400
443,5,0,4.2,101,-8.7,55,69400
443,8,0,2.9,96,-9.2,52,69400
443,11,272,3.5,87,-6.5,41,69600
443,14,501,2.1,98,-3.9,36,69500
443,17,276,2.5,116,-2.5,38,69400
443,20,0,2.9,134,-4.4,49,69700
443,23,0,2.1,163,-5.3,50,69900
444,2,0,0.3,225,-7.9,68,70000
444,5,0,1.8,304,-9.3,73,69900
444,8,0,5.7,286,-10.7,68,70000
444,11,455,2.3,275,-5.1,43,70100
444,14,722,1.1,202,-0.5,30,69900
444,17,367,2.2,120,0.6,27,69700
444,20,0,1.2,194,-3.2,45,69800
444,23,0,1.6,292,-5.8,42,69900
445,2,0,0.6,270,-7.7,41,69900
445,5,0,0.6,261,-8.5,41,69800
445,8,0,0.3,315,-9.5,35,69900
445,11,479,0.7,153,-3.8,23,70000
445,14,738,1.1,85,1.2,19,69700
445,17,378,2.0,90,2.9,20,69500
445,20,0,0.9,72,-1.6,32,69600
445,23,0,0.8,97,-2.5,20,69700
446,2,0,0.4,56,-3.6,23,69700
446,5,0,3.8,299,-7.2,34,69800
446,8,0,2.5,299,-8.2,36,70000
446,11,347,1.3,288,-3.0,23,70200
446,14,660,3.3,290,3.5,16,69900
446,17,370,3.3,270,5.4,16,69700
446,20,0,2.0,297,-1.6,34,69900
446,23,0,3.7,331,-3.9,28,70100
447,2,0,4.5,305,-6.2,23,70300
447,5,0,1.2,329,-7.5,25,70200
447,8,1,0.0,0,-6.2,22,70300
447,11,384,0.5,180,-2.7,17,70400
447,14,574,1.4,124,0.9,15,70100
447,17,269,0.7,344,2.7,15,69900
447,20,0,1.0,246,-0.8,31,70000
447,23,0,3.7,272,-4.2,27,70100
448,2,0,7.4,271,-6.0,22,70200
448,5,0,5.5,264,-8.1,24,70000
448,8,2,3.1,270,-10.1,24,70100
448,11,499,1.2,104,-3.2,15,70000
448,14,727,1.5,90,2.4,13,69600
448,17,329,2.0,60,3.7,16,69200
448,20,0,1.2,270,-0.5,24,69300
448,23,0,3.1,264,-3.7,28,69500
449,2,0,2.2,231,-3.9,28,69400
449,5,0,2.0,200,-5.5,32,69300
449,8,2,2.4,185,-5.8,30,69400
449,11,385,1.9,205,0.2,19,69500
449,14,717,0.9,117,4.4,16,69300
449,17,389,0.7,153,5.8,18,69100
449,20,0,0.1,270,1.8,29,69300
449,23,0,5.8,102,-2.2,31,69600
450,2,0,1.9,84,-3.3,40,69800
450,5,0,0.4,346,-4.8,44,69800
450,8,5,0.9,306,-6.7,44,69900
450,11,486,1.2,246,0.2,28,70100
450,14,741,2.0,225,5.4,23,69800
450,17,391,8.2,305,8.3,15,69500
450,20,0,1.7,332,1.0,35,69700
450,23,0,5.1,293,-1.1,32,69800
451,2,0,1.1,297,-3.5,29,69900
451,5,0,1.1,243,-4.1,32,69800
451,8,5,2.1,245,-7.4,34,70000
451,11,488,2.0,217,0.1,20,70000
451,14,757,1.4,107,5.0,18,69700
451,17,406,0.8,83,7.2,17,69400
451,20,0,1.7,180,1.7,35,69400
451,23,0,1.4,188,-1.5,29,69400
452,2,0,1.9,152,-1.7,28,69300
452,5,0,1.1,90,-2.3,32,69100
452,8,7,0.2,270,-5.2,40,69000
452,11,501,1.7,204,2.3,24,69100
452,14,742,0.7,135,7.1,19,68800
452,17,377,2.1,76,9.0,17,68300
452,20,0,0.8,83,5.3,26,68300
452,23,0,2.0,105,4.1,27,68300
453,2,0,5.9,108,0.4,31,68400
453,5,0,6.5,105,-2.2,38,68300
453,8,7,4.9,104,-1.9,39,68300
453,11,473,1.8,103,1.6,32,68400
453,14,707,1.0,107,6.3,26,68100
453,17,340,3.7,116,7.0,30,67900
453,20,0,4.7,108,2.4,49,68200
453,23,0,3.6,101,0.4,60,68600
454,2,0,3.4,117,-2.6,77,68900
454,5,0,1.9,122,-4.0,85,68800
454,8,7,1.4,90,-4.9,82,69100
454,11,365,2.3,105,-1.9,62,69200
454,14,513,0.9,69,0.6,47,69000
454,17,245,3.8,115,0.3,49,68800
454,20,0,5.8,121,-2.7,71,69100
454,23,0,5.6,113,-5.4,77,69400
455,2,0,6.1,111,-7.0,72,69400
455,5,0,3.6,103,-7.3,69,69300
455,8,7,4.1,124,-8.1,69,69400
455,11,334,3.7,98,-5.6,55,69500
455,14,452,4.3,111,-3.5,49,69200
455,17,225,4.7,101,-3.7,56,69300
